date,contract,hold,hold_change,volume
2025-03-31,JM2512,204,8.0,17
2025-04-01,JM2512,214,10.0,38
2025-04-02,JM2512,212,-2.0,13
2025-04-03,JM2512,214,2.0,2
2025-04-07,JM2512,217,3.0,10
2025-04-08,JM2512,211,-6.0,45
2025-04-09,JM2512,210,-1.0,30
2025-04-10,JM2512,217,7.0,31
2025-04-11,JM2512,231,14.0,44
2025-04-14,JM2512,242,11.0,78
2025-04-15,JM2512,247,5.0,7
2025-04-16,JM2512,259,12.0,49
2025-04-17,JM2512,302,43.0,78
2025-04-18,JM2512,311,9.0,102
2025-04-21,JM2512,314,3.0,50
2025-04-22,JM2512,312,-2.0,146
2025-04-23,JM2512,312,0.0,52
2025-04-24,JM2512,318,6.0,18
2025-04-25,JM2512,333,15.0,197
2025-04-28,JM2512,346,13.0,29
2025-04-29,JM2512,349,3.0,30
2025-04-30,JM2512,358,9.0,34
2025-05-06,JM2512,357,-1.0,25
2025-05-07,JM2512,363,6.0,57
2025-05-08,JM2512,398,35.0,245
2025-05-09,JM2512,457,59.0,113
2025-05-12,JM2512,383,-74.0,262
2025-05-13,JM2512,461,78.0,183
2025-05-14,JM2512,462,1.0,198
2025-05-15,JM2512,466,4.0,303
2025-05-16,JM2512,492,26.0,108
2025-05-19,JM2512,531,39.0,153
2025-05-20,JM2512,555,24.0,101
2025-05-21,JM2512,562,7.0,121
2025-05-22,JM2512,565,3.0,111
2025-05-23,JM2512,602,37.0,186
2025-05-26,JM2512,678,76.0,249
2025-05-27,JM2512,677,-1.0,84
2025-05-28,JM2512,733,56.0,254
2025-05-29,JM2512,822,89.0,232
2025-05-30,JM2512,879,57.0,309
2025-06-03,JM2512,904,25.0,240
2025-06-04,JM2512,967,63.0,286
2025-06-05,JM2512,1076,109.0,428
2025-06-06,JM2512,997,-79.0,473
2025-06-09,JM2512,1004,7.0,145
2025-06-10,JM2512,964,-40.0,450
2025-06-11,JM2512,961,-3.0,364
2025-06-12,JM2512,1000,39.0,163
2025-06-13,JM2512,1048,48.0,524
2025-06-16,JM2512,1011,-37.0,274
2025-06-17,JM2512,1032,21.0,277
2025-06-18,JM2512,1014,-18.0,199
2025-06-19,JM2512,1016,2.0,139
2025-06-20,JM2512,1010,-6.0,145
2025-06-23,JM2512,1033,23.0,236
2025-06-24,JM2512,999,-34.0,337
2025-06-25,JM2512,1001,2.0,135
2025-06-26,JM2512,1006,5.0,195
2025-06-27,JM2512,960,-46.0,377
2025-06-30,JM2512,954,-6.0,348
2025-07-01,JM2512,1328,374.0,927
2025-07-02,JM2512,1708,380.0,835
2025-07-03,JM2512,1985,277.0,790
2025-07-04,JM2512,2307,322.0,1567
2025-07-07,JM2512,2531,224.0,1042
2025-07-08,JM2512,2724,193.0,671
2025-07-09,JM2512,2883,159.0,945
2025-07-10,JM2512,2944,61.0,856
2025-07-11,JM2512,3007,63.0,1447
2025-07-14,JM2512,3591,584.0,1901
2025-07-15,JM2512,3930,339.0,1967
2025-07-16,JM2512,4223,293.0,1651
2025-07-17,JM2512,4422,199.0,2017
2025-07-18,JM2512,4640,218.0,1677
2025-07-21,JM2512,4834,194.0,3074
2025-07-22,JM2512,5410,576.0,10907
2025-07-23,JM2512,5731,321.0,19641
2025-07-24,JM2512,5788,57.0,20046
2025-07-25,JM2512,7064,1276.0,13427
2025-07-28,JM2512,6765,-299.0,29262
2025-07-29,JM2512,9511,2746.0,20517
2025-07-30,JM2512,10834,1323.0,30163
2025-07-31,JM2512,11397,563.0,27237
2025-08-01,JM2512,11414,17.0,18804
2025-08-04,JM2512,11644,230.0,12410
2025-08-05,JM2512,11280,-364.0,15161
2025-08-06,JM2512,10688,-592.0,25746
2025-08-07,JM2512,11863,1175.0,33195
2025-08-08,JM2512,11265,-598.0,14328
2025-08-11,JM2512,11175,-90.0,14542
2025-08-12,JM2512,11897,722.0,17951
2025-08-13,JM2512,11505,-392.0,20483
2025-08-14,JM2512,11266,-239.0,16918
2025-08-15,JM2512,11255,-11.0,13747
2025-08-18,JM2512,11504,249.0,20845
2025-08-19,JM2512,11856,352.0,15908
2025-08-20,JM2512,12647,791.0,23075
2025-08-21,JM2512,13492,845.0,14542
2025-08-22,JM2512,13259,-233.0,12694
2025-08-25,JM2512,14225,966.0,20109
2025-08-26,JM2512,13919,-306.0,14867
2025-08-27,JM2512,13062,-857.0,22340
2025-08-28,JM2512,13804,742.0,14772
2025-08-29,JM2512,14353,549.0,13732
2025-09-01,JM2512,15146,793.0,12867
2025-09-02,JM2512,15809,663.0,9004
2025-09-03,JM2512,16337,528.0,8217
2025-09-04,JM2512,17526,1189.0,10302
2025-09-05,JM2512,17179,-347.0,15241
2025-09-08,JM2512,17890,711.0,13229
2025-09-09,JM2512,17926,36.0,7566
2025-09-10,JM2512,17431,-495.0,8516
2025-09-11,JM2512,17542,111.0,7917
2025-09-12,JM2512,17102,-440.0,6834
2025-09-15,JM2512,18896,1794.0,12689
2025-09-16,JM2512,20697,1801.0,17928
2025-09-17,JM2512,20969,272.0,13857
2025-09-18,JM2512,21442,473.0,10569
2025-09-19,JM2512,21760,318.0,8103
2025-09-22,JM2512,22067,307.0,12583
2025-09-23,JM2512,22071,4.0,6772
2025-09-24,JM2512,20975,-1096.0,10225
2025-09-25,JM2512,20586,-389.0,6387
2025-09-26,JM2512,20164,-422.0,7911
2025-09-29,JM2512,19036,-1128.0,6902
2025-09-30,JM2512,19041,5.0,5843
2025-10-09,JM2512,19809,768.0,6186
2025-10-10,JM2512,20669,860.0,6612
2025-10-13,JM2512,21054,385.0,8612
2025-10-14,JM2512,21058,4.0,6729
2025-10-15,JM2512,21893,835.0,8939
2025-10-16,JM2512,22851,958.0,9903
2025-10-17,JM2512,23708,857.0,10872
2025-10-20,JM2512,23160,-548.0,15522
2025-10-21,JM2512,22870,-290.0,10149
2025-10-22,JM2512,23110,240.0,7592
2025-10-23,JM2512,23679,569.0,11394
2025-10-24,JM2512,23824,145.0,14717
2025-10-27,JM2512,24691,867.0,15805
2025-10-28,JM2512,23943,-748.0,11245
2025-10-29,JM2512,23498,-445.0,19936
2025-10-30,JM2512,20734,-2764.0,19222
2025-10-31,JM2512,19920,-814.0,16742
2025-11-03,JM2512,17928,-1992.0,11782
2025-11-04,JM2512,15757,-2171.0,12436
2025-11-05,JM2512,14962,-795.0,8269
2025-11-06,JM2512,14018,-944.0,11793
2025-11-07,JM2512,12225,-1793.0,9444
2025-11-10,JM2512,10686,-1539.0,9132
2025-11-11,JM2512,8132,-2554.0,12287
2025-11-12,JM2512,6816,-1316.0,4988
2025-11-13,JM2512,6299,-517.0,5513
2025-11-14,JM2512,5956,-343.0,4964
2025-11-17,JM2512,5415,-541.0,5408
2025-11-18,JM2512,5067,-348.0,4297
2025-11-19,JM2512,4071,-996.0,2081
2025-11-20,JM2512,3627,-444.0,2024
2025-11-21,JM2512,3547,-80.0,1782
2025-11-24,JM2512,3233,-314.0,2221
2025-11-25,JM2512,2925,-308.0,727
2025-11-26,JM2512,2666,-259.0,751
2025-11-27,JM2512,2382,-284.0,760
2025-11-28,JM2512,1219,-1163.0,2732
2025-12-01,JM2512,628,-591.0,52
2025-12-02,JM2512,621,-7.0,17
2025-12-03,JM2512,618,-3.0,4
2025-12-04,JM2512,608,-10.0,10
2025-12-05,JM2512,605,-3.0,3
2025-12-09,JM2512,204,-401.0,102
2025-12-10,JM2512,203,-1.0,1
2025-12-12,JM2512,0,-203.0,3
2025-01-16,JM2601,74,,172
2025-01-17,JM2601,97,23.0,42
2025-01-20,JM2601,131,34.0,65
2025-01-21,JM2601,133,2.0,36
2025-01-22,JM2601,151,18.0,33
2025-01-23,JM2601,162,11.0,52
2025-01-24,JM2601,156,-6.0,22
2025-01-27,JM2601,166,10.0,37
2025-02-05,JM2601,210,44.0,93
2025-02-06,JM2601,214,4.0,47
2025-02-07,JM2601,276,62.0,173
2025-02-10,JM2601,283,7.0,74
2025-02-11,JM2601,300,17.0,65
2025-02-12,JM2601,340,40.0,86
2025-02-13,JM2601,386,46.0,169
2025-02-14,JM2601,407,21.0,149
2025-02-17,JM2601,423,16.0,68
2025-02-18,JM2601,426,3.0,38
2025-02-19,JM2601,453,27.0,45
2025-02-20,JM2601,476,23.0,84
2025-02-21,JM2601,474,-2.0,137
2025-02-24,JM2601,600,126.0,241
2025-02-25,JM2601,633,33.0,145
2025-02-26,JM2601,674,41.0,165
2025-02-27,JM2601,677,3.0,124
2025-02-28,JM2601,687,10.0,68
2025-03-03,JM2601,713,26.0,183
2025-03-04,JM2601,725,12.0,53
2025-03-05,JM2601,983,258.0,392
2025-03-06,JM2601,1063,80.0,199
2025-03-07,JM2601,1027,-36.0,233
2025-03-10,JM2601,1139,112.0,283
2025-03-11,JM2601,1224,85.0,165
2025-03-12,JM2601,1310,86.0,231
2025-03-13,JM2601,1482,172.0,366
2025-03-14,JM2601,1492,10.0,213
2025-03-17,JM2601,1523,31.0,237
2025-03-18,JM2601,1562,39.0,145
2025-03-19,JM2601,1685,123.0,603
2025-03-20,JM2601,1763,78.0,300
2025-03-21,JM2601,1865,102.0,305
2025-03-24,JM2601,1903,38.0,460
2025-03-25,JM2601,1958,55.0,432
2025-03-26,JM2601,2070,112.0,413
2025-03-27,JM2601,2105,35.0,288
2025-03-28,JM2601,2115,10.0,171
2025-03-31,JM2601,2340,225.0,638
2025-04-01,JM2601,2496,156.0,609
2025-04-02,JM2601,2709,213.0,496
2025-04-03,JM2601,2874,165.0,417
2025-04-07,JM2601,2871,-3.0,813
2025-04-08,JM2601,3160,289.0,1071
2025-04-09,JM2601,3320,160.0,1249
2025-04-10,JM2601,3632,312.0,1007
2025-04-11,JM2601,4314,682.0,1450
2025-04-14,JM2601,4479,165.0,1499
2025-04-15,JM2601,4972,493.0,1197
2025-04-16,JM2601,5279,307.0,1840
2025-04-17,JM2601,5463,184.0,2510
2025-04-18,JM2601,6199,736.0,4344
2025-04-21,JM2601,6844,645.0,3179
2025-04-22,JM2601,7922,1078.0,3089
2025-04-23,JM2601,8242,320.0,5192
2025-04-24,JM2601,8399,157.0,3540
2025-04-25,JM2601,8518,119.0,4790
2025-04-28,JM2601,8457,-61.0,3319
2025-04-29,JM2601,8530,73.0,3428
2025-04-30,JM2601,8862,332.0,3319
2025-05-06,JM2601,9378,516.0,4476
2025-05-07,JM2601,11333,1955.0,5985
2025-05-08,JM2601,16164,4831.0,16886
2025-05-09,JM2601,22580,6416.0,19365
2025-05-12,JM2601,27484,4904.0,28395
2025-05-13,JM2601,30935,3451.0,18886
2025-05-14,JM2601,31249,314.0,26836
2025-05-15,JM2601,33254,2005.0,18818
2025-05-16,JM2601,34817,1563.0,16677
2025-05-19,JM2601,41109,6292.0,25610
2025-05-20,JM2601,43553,2444.0,20285
2025-05-21,JM2601,45303,1750.0,27319
2025-05-22,JM2601,48857,3554.0,21596
2025-05-23,JM2601,54514,5657.0,33445
2025-05-26,JM2601,58774,4260.0,35641
2025-05-27,JM2601,59085,311.0,23353
2025-05-28,JM2601,62394,3309.0,27629
2025-05-29,JM2601,67748,5354.0,39499
2025-05-30,JM2601,72273,4525.0,53116
2025-06-03,JM2601,81256,8983.0,47678
2025-06-04,JM2601,90670,9414.0,98673
2025-06-05,JM2601,90671,1.0,78693
2025-06-06,JM2601,92959,2288.0,83160
2025-06-09,JM2601,94655,1696.0,46061
2025-06-10,JM2601,99099,4444.0,73876
2025-06-11,JM2601,100503,1404.0,50903
2025-06-12,JM2601,102297,1794.0,38222
2025-06-13,JM2601,103274,977.0,65143
2025-06-16,JM2601,108146,4872.0,58848
2025-06-17,JM2601,112352,4206.0,57948
2025-06-18,JM2601,118325,5973.0,51127
2025-06-19,JM2601,117807,-518.0,46614
2025-06-20,JM2601,119977,2170.0,54947
2025-06-23,JM2601,126272,6295.0,65393
2025-06-24,JM2601,127079,807.0,115794
2025-06-25,JM2601,134298,7219.0,90556
2025-06-26,JM2601,137279,2981.0,72704
2025-06-27,JM2601,140586,3307.0,113779
2025-06-30,JM2601,145423,4837.0,129940
2025-07-01,JM2601,151778,6355.0,141184
2025-07-02,JM2601,165615,13837.0,164056
2025-07-03,JM2601,183685,18070.0,180788
2025-07-04,JM2601,187742,4057.0,239261
2025-07-07,JM2601,190156,2414.0,181278
2025-07-08,JM2601,197216,7060.0,135175
2025-07-09,JM2601,210062,12846.0,213341
2025-07-10,JM2601,216335,6273.0,200847
2025-07-11,JM2601,215161,-1174.0,232392
2025-07-14,JM2601,229191,14030.0,191909
2025-07-15,JM2601,238203,9012.0,253222
2025-07-16,JM2601,243586,5383.0,251175
2025-07-17,JM2601,257533,13947.0,269239
2025-07-18,JM2601,261865,4332.0,292959
2025-07-21,JM2601,261191,-674.0,448862
2025-07-22,JM2601,277885,16694.0,734226
2025-07-23,JM2601,285458,7573.0,1047136
2025-07-24,JM2601,314655,29197.0,1055062
2025-07-25,JM2601,338259,23604.0,853023
2025-07-28,JM2601,312525,-25734.0,1211500
2025-07-29,JM2601,356472,43947.0,1197168
2025-07-30,JM2601,407579,51107.0,1697886
2025-07-31,JM2601,416755,9176.0,1549275
2025-08-01,JM2601,427980,11225.0,2225298
2025-08-04,JM2601,487977,59997.0,1908758
2025-08-05,JM2601,526291,38314.0,2494846
2025-08-06,JM2601,603612,77321.0,2622048
2025-08-07,JM2601,649421,45809.0,3371852
2025-08-08,JM2601,660256,10835.0,2099880
2025-08-11,JM2601,690736,30480.0,2366892
2025-08-12,JM2601,718946,28210.0,2198089
2025-08-13,JM2601,685537,-33409.0,2684599
2025-08-14,JM2601,660629,-24908.0,2526893
2025-08-15,JM2601,659496,-1133.0,1848441
2025-08-18,JM2601,716097,56601.0,1808726
2025-08-19,JM2601,713865,-2232.0,1364959
2025-08-20,JM2601,698714,-15151.0,1974478
2025-08-21,JM2601,699348,634.0,1364024
2025-08-22,JM2601,700688,1340.0,1324473
2025-08-25,JM2601,722514,21826.0,1938899
2025-08-26,JM2601,717776,-4738.0,1653107
2025-08-27,JM2601,724843,7067.0,1598322
2025-08-28,JM2601,741087,16244.0,1446978
2025-08-29,JM2601,738966,-2121.0,1398041
2025-09-01,JM2601,748959,9993.0,1384225
2025-09-02,JM2601,734912,-14047.0,1220833
2025-09-03,JM2601,745765,10853.0,1068419
2025-09-04,JM2601,733627,-12138.0,1185403
2025-09-05,JM2601,721541,-12086.0,1732556
2025-09-08,JM2601,717820,-3721.0,1421584
2025-09-09,JM2601,717584,-236.0,1025227
2025-09-10,JM2601,704402,-13182.0,1007217
2025-09-11,JM2601,718075,13673.0,1064365
2025-09-12,JM2601,697002,-21073.0,959111
2025-09-15,JM2601,730041,33039.0,1242285
2025-09-16,JM2601,763971,33930.0,1466001
2025-09-17,JM2601,760526,-3445.0,1392210
2025-09-18,JM2601,724372,-36154.0,1192468
2025-09-19,JM2601,723291,-1081.0,1078119
2025-09-22,JM2601,716268,-7023.0,1299354
2025-09-23,JM2601,706845,-9423.0,1065414
2025-09-24,JM2601,699690,-7155.0,1105274
2025-09-25,JM2601,683520,-16170.0,735240
2025-09-26,JM2601,688546,5026.0,832745
2025-09-29,JM2601,623075,-65471.0,855255
2025-09-30,JM2601,554567,-68508.0,704064
2025-10-09,JM2601,568971,14404.0,495533
2025-10-10,JM2601,596453,27482.0,700936
2025-10-13,JM2601,589409,-7044.0,818806
2025-10-14,JM2601,607030,17621.0,968042
2025-10-15,JM2601,601850,-5180.0,933698
2025-10-16,JM2601,623751,21901.0,981288
2025-10-17,JM2601,606535,-17216.0,869924
2025-10-20,JM2601,618806,12271.0,1072864
2025-10-21,JM2601,595972,-22834.0,914637
2025-10-22,JM2601,597678,1706.0,765910
2025-10-23,JM2601,683968,86290.0,1017667
2025-10-24,JM2601,672945,-11023.0,1033014
2025-10-27,JM2601,667831,-5114.0,976752
2025-10-28,JM2601,650364,-17467.0,848493
2025-10-29,JM2601,706691,56327.0,1073974
2025-10-30,JM2601,692345,-14346.0,1060058
2025-10-31,JM2601,673751,-18594.0,1034091
2025-11-03,JM2601,669763,-3988.0,1020691
2025-11-04,JM2601,645210,-24553.0,860822
2025-11-05,JM2601,644473,-737.0,807948
2025-11-06,JM2601,674603,30130.0,915849
2025-11-07,JM2601,638430,-36173.0,829948
2025-11-10,JM2601,626571,-11859.0,835521
2025-11-11,JM2601,628660,2089.0,1001695
2025-11-12,JM2601,593097,-35563.0,551780
2025-11-13,JM2601,592106,-991.0,572483
2025-11-14,JM2601,586139,-5967.0,660309
2025-11-17,JM2601,558809,-27330.0,550234
2025-11-18,JM2601,570543,11734.0,778204
2025-11-19,JM2601,549449,-21094.0,569237
2025-11-20,JM2601,536909,-12540.0,714601
2025-11-21,JM2601,497103,-39806.0,620493
2025-11-24,JM2601,498903,1800.0,750678
2025-11-25,JM2601,496953,-1950.0,560182
2025-11-26,JM2601,476434,-20519.0,708590
2025-11-27,JM2601,452336,-24098.0,457821
2025-11-28,JM2601,449323,-3013.0,505376
2025-12-01,JM2601,423336,-25987.0,592019
2025-12-02,JM2601,397617,-25719.0,369820
2025-12-03,JM2601,392175,-5442.0,422343
2025-12-04,JM2601,350729,-41446.0,337231
2025-12-05,JM2601,308264,-42465.0,284293
2025-12-08,JM2601,275291,-32973.0,357976
2025-12-09,JM2601,238796,-36495.0,203153
2025-12-10,JM2601,219992,-18804.0,181257
2025-12-11,JM2601,199252,-20740.0,212855
2025-12-12,JM2601,179258,-19994.0,209801
2025-12-15,JM2601,158442,-20816.0,189583
2025-12-16,JM2601,140139,-18303.0,107356
2025-12-17,JM2601,125116,-15023.0,70232
2025-12-18,JM2601,113287,-11829.0,145358
2025-12-19,JM2601,100277,-13010.0,90621
2025-12-22,JM2601,92204,-8073.0,87458
2025-12-23,JM2601,75860,-16344.0,80855
2025-12-24,JM2601,69646,-6214.0,51604
2025-12-25,JM2601,62246,-7400.0,31662
2025-12-26,JM2601,55459,-6787.0,47867
2025-12-29,JM2601,44932,-10527.0,26611
2025-12-30,JM2601,33671,-11261.0,22605
2025-12-31,JM2601,10402,-23269.0,38982
2026-01-05,JM2601,7991,-2411.0,1888
2026-01-06,JM2601,6488,-1503.0,751
2026-01-07,JM2601,5266,-1222.0,645
2026-01-08,JM2601,3801,-1465.0,859
2026-01-09,JM2601,3395,-406.0,209
2026-01-12,JM2601,3360,-35.0,35
2026-01-13,JM2601,2220,-1140.0,289
2026-01-14,JM2601,1820,-400.0,9
2026-01-15,JM2601,417,-1403.0,212
2026-01-16,JM2601,0,-417.0,217
